frame_idx,timestamp,state,is_lost,is_keyframe,x,y,z,q_x,q_y,q_z,q_w
0,0.000000,2,false,true,0.004783624,0.001307759,0.149190080,0.000000000,0.100000000,0.000000000,0.980000000
1,0.016667,2,false,false,0.009551537,0.002451441,0.150024661,0.000083333,0.099999965,0.000050000,0.980000000
2,0.033333,2,false,false,0.014701837,0.008995414,0.150390831,0.000166667,0.099999861,0.000100000,0.980000000
3,0.050000,2,false,false,0.020637832,0.011156459,0.149457513,0.000250000,0.099999688,0.000150000,0.980000000
4,0.066667,2,false,false,0.024656136,0.017889596,0.149531299,0.000333333,0.099999444,0.000200000,0.980000000
5,0.083333,2,false,false,0.028793311,0.018004076,0.149410288,0.000416665,0.099999132,0.000250000,0.980000000
6,0.100000,2,false,false,0.032883176,0.023517960,0.149610001,0.000499998,0.099998750,0.000300000,0.980000000
7,0.116667,2,false,false,0.037854886,0.026179842,0.150472198,0.000583330,0.099998299,0.000349999,0.980000000
8,0.133333,2,false,false,0.043695058,0.032235961,0.150325372,0.000666662,0.099997778,0.000399999,0.980000000
9,0.150000,2,false,false,0.048622687,0.035164590,0.149079746,0.000749993,0.099997188,0.000449998,0.980000000
10,0.166667,2,false,false,0.052782325,0.039810885,0.150733007,0.000833324,0.099996528,0.000499998,0.980000000
11,0.183333,2,false,false,0.057314235,0.043712177,0.149510977,0.000916654,0.099995799,0.000549997,0.980000000
12,0.200000,2,false,false,0.063003873,0.047067645,0.149998353,0.000999983,0.099995000,0.000599996,0.980000000
13,0.216667,2,false,false,0.068828780,0.052166661,0.150514159,0.001083312,0.099994132,0.000649995,0.980000000
14,0.233333,2,false,false,0.073270223,0.057611900,0.149150299,0.001166640,0.099993195,0.000699994,0.980000000
15,0.250000,2,false,false,0.078913202,0.057913556,0.149214621,0.001249967,0.099992188,0.000749993,0.980000000
16,0.266667,2,false,false,0.083666222,0.064770711,0.150118633,0.001333294,0.099991111,0.000799991,0.980000000
17,0.283333,2,false,false,0.088540826,0.068596080,0.149079350,0.001416619,0.099989965,0.000849990,0.980000000
18,0.300000,2,false,false,0.092722632,0.069473034,0.149289795,0.001499944,0.099988750,0.000899988,0.980000000
19,0.316667,2,false,false,0.096803436,0.074417102,0.149515460,0.001583267,0.099987466,0.000949986,0.980000000
20,0.333333,2,false,false,0.101793702,0.080093819,0.148966539,0.001666590,0.099986111,0.000999983,0.980000000
21,0.350000,2,false,false,0.107553954,0.082998053,0.148254095,0.001749911,0.099984688,0.001049981,0.980000000
22,0.366667,2,false,false,0.113349083,0.086365301,0.148274799,0.001833231,0.099983195,0.001099978,0.980000000
23,0.383333,2,false,false,0.118169383,0.090075583,0.149255285,0.001916549,0.099981633,0.001149975,0.980000000
24,0.400000,2,false,false,0.124092797,0.095991287,0.149182344,0.001999867,0.099980001,0.001199971,0.980000000
25,0.416667,2,false,false,0.129416169,0.097668877,0.149829368,0.002083183,0.099978299,0.001249967,0.980000000
26,0.433333,2,false,true,0.134964618,0.101082685,0.148540382,0.002166497,0.099976529,0.001299963,0.980000000
27,0.450000,2,false,false,0.140834927,0.104661434,0.148348263,0.002249810,0.099974689,0.001349959,0.980000000
28,0.466667,2,false,false,0.145949187,0.107570366,0.148515977,0.002333122,0.099972779,0.001399954,0.980000000
29,0.483333,2,false,false,0.150188050,0.113522616,0.147841813,0.002416431,0.099970800,0.001449949,0.980000000
30,0.500000,2,false,false,0.155374033,0.118090315,0.149382848,0.002499740,0.099968752,0.001499944,0.980000000
31,0.516667,2,false,false,0.159990598,0.119076630,0.147907045,0.002583046,0.099966634,0.001549938,0.980000000
32,0.533333,2,false,false,0.165506660,0.125724339,0.149030370,0.002666351,0.099964447,0.001599932,0.980000000
33,0.550000,2,false,false,0.170082373,0.126602339,0.148185305,0.002749653,0.099962190,0.001649925,0.980000000
34,0.566667,2,false,false,0.174348943,0.132175928,0.147067452,0.002832954,0.099959864,0.001699918,0.980000000
35,0.583333,2,false,false,0.179814954,0.134764427,0.148669184,0.002916253,0.099957468,0.001749911,0.980000000
36,0.600000,2,false,false,0.183923263,0.140036207,0.146971538,0.002999550,0.099955003,0.001799903,0.980000000
37,0.616667,2,false,false,0.187969738,0.141467847,0.147561916,0.003082845,0.099952469,0.001849894,0.980000000
38,0.633333,2,false,false,0.192499381,0.146274383,0.147593655,0.003166137,0.099949865,0.001899886,0.980000000
39,0.650000,2,false,false,0.198082059,0.150247645,0.146834944,0.003249428,0.099947192,0.001949876,0.980000000
40,0.666667,2,false,false,0.202582831,0.152767482,0.146989100,0.003332716,0.099944450,0.001999867,0.980000000
41,0.683333,2,false,false,0.208546830,0.154494744,0.147498994,0.003416002,0.099941638,0.002049856,0.980000000
42,0.700000,2,false,false,0.213224390,0.158401521,0.146821416,0.003499285,0.099938756,0.002099846,0.980000000
43,0.716667,2,false,false,0.217384688,0.161887941,0.145995995,0.003582567,0.099935805,0.002149834,0.980000000
44,0.733333,2,false,false,0.222841241,0.166669041,0.146109910,0.003665845,0.099932785,0.002199823,0.980000000
45,0.750000,2,false,false,0.227841947,0.169378206,0.146210260,0.003749121,0.099929696,0.002249810,0.980000000
46,0.766667,2,false,false,0.233095229,0.171707989,0.146135089,0.003832395,0.099926537,0.002299797,0.980000000
47,0.783333,2,false,false,0.237106345,0.173935404,0.146349079,0.003915665,0.099923308,0.002349784,0.980000000
48,0.800000,2,false,false,0.241404061,0.181145426,0.145566315,0.003998933,0.099920011,0.002399770,0.980000000
49,0.816667,2,false,false,0.247211116,0.182103892,0.145573606,0.004082199,0.099916644,0.002449755,0.980000000
50,0.833333,2,false,false,0.252053896,0.185843642,0.146210830,0.004165461,0.099913207,0.002499740,0.980000000
51,0.850000,2,false,false,0.256244221,0.189448402,0.146052882,0.004248721,0.099909701,0.002549724,0.980000000
52,0.866667,2,false,true,0.261699899,0.191862830,0.144964709,0.004331977,0.099906126,0.002599707,0.980000000
53,0.883333,2,false,false,0.266639802,0.194557855,0.145981070,0.004415231,0.099902481,0.002649690,0.980000000
54,0.900000,2,false,false,0.272010954,0.198067166,0.144053706,0.004498481,0.099898767,0.002699672,0.980000000
55,0.916667,2,false,false,0.276573874,0.201501883,0.144790251,0.004581729,0.099894984,0.002749653,0.980000000
56,0.933333,2,false,false,0.281183092,0.202011144,0.144191955,0.004664973,0.099891131,0.002799634,0.980000000
57,0.950000,2,false,false,0.286387943,0.207063729,0.144360275,0.004748214,0.099887209,0.002849614,0.980000000
58,0.966667,2,false,false,0.291145728,0.207808485,0.145085539,0.004831452,0.099883217,0.002899594,0.980000000
59,0.983333,2,false,false,0.295582902,0.213011400,0.143834325,0.004914686,0.099879156,0.002949572,0.980000000
60,1.000000,2,false,false,0.301169340,0.213990654,0.142972371,0.004997917,0.099875026,0.002999550,0.980000000
61,1.016667,2,false,false,0.306640255,0.217144255,0.142798439,0.005081144,0.099870826,0.003049527,0.980000000
62,1.033333,2,false,false,0.310783368,0.220094703,0.143652470,0.005164368,0.099866557,0.003099504,0.980000000
63,1.050000,2,false,false,0.315063186,0.222212116,0.143475190,0.005247589,0.099862219,0.003149479,0.980000000
64,1.066667,2,false,false,0.319864064,0.227996492,0.143042637,0.005330805,0.099857811,0.003199454,0.980000000
65,1.083333,2,false,false,0.325217110,0.226913592,0.141950750,0.005414018,0.099853334,0.003249428,0.980000000
66,1.100000,2,false,false,0.329563786,0.229599388,0.142439009,0.005497228,0.099848788,0.003299401,0.980000000
67,1.116667,2,false,false,0.335509590,0.234096059,0.142191929,0.005580433,0.099844172,0.003349373,0.980000000
68,1.133333,2,false,false,0.341349694,0.234983541,0.142775781,0.005663634,0.099839487,0.003399345,0.980000000
69,1.150000,2,false,false,0.346330244,0.238077138,0.141506781,0.005746832,0.099834733,0.003449316,0.980000000
70,1.166667,2,false,false,0.352152460,0.241539624,0.142378211,0.005830026,0.099829909,0.003499285,0.980000000
71,1.183333,2,false,false,0.356534692,0.241818308,0.141186218,0.005913215,0.099825016,0.003549254,0.980000000
72,1.200000,2,false,false,0.361430725,0.247719204,0.140461635,0.005996401,0.099820054,0.003599222,0.980000000
73,1.216667,2,false,false,0.367191926,0.246137934,0.140621056,0.006079582,0.099815022,0.003649190,0.980000000
74,1.233333,2,false,false,0.372424974,0.250074948,0.141651408,0.006162759,0.099809921,0.003699156,0.980000000
75,1.250000,2,false,false,0.376735369,0.252457234,0.141042447,0.006245932,0.099804751,0.003749121,0.980000000
76,1.266667,2,false,false,0.381195532,0.253754651,0.140704547,0.006329100,0.099799511,0.003799086,0.980000000
77,1.283333,2,false,false,0.385975026,0.254737682,0.140894566,0.006412264,0.099794203,0.003849049,0.980000000
78,1.300000,2,false,true,0.391083679,0.260153425,0.139837074,0.006495424,0.099788824,0.003899011,0.980000000
79,1.316667,2,false,false,0.396374909,0.261468454,0.139700117,0.006578579,0.099783377,0.003948973,0.980000000
80,1.333333,2,false,false,0.400764019,0.262602143,0.138618354,0.006661729,0.099777860,0.003998933,0.980000000
81,1.350000,2,false,false,0.405710992,0.264548105,0.139958028,0.006744875,0.099772274,0.004048893,0.980000000
82,1.366667,2,false,false,0.410089497,0.264737822,0.138858312,0.006828017,0.099766619,0.004098851,0.980000000
83,1.383333,2,false,false,0.415078808,0.266353128,0.138691626,0.006911153,0.099760894,0.004148809,0.980000000
84,1.400000,2,false,false,0.419958300,0.269732701,0.137549144,0.006994285,0.099755100,0.004198765,0.980000000
85,1.416667,2,false,false,0.424793105,0.270836255,0.137912343,0.007077412,0.099749237,0.004248721,0.980000000
86,1.433333,2,false,false,0.430673847,0.272446710,0.136777500,0.007160533,0.099743304,0.004298675,0.980000000
87,1.450000,2,false,false,0.434977875,0.274766340,0.137116417,0.007243650,0.099737303,0.004348628,0.980000000
88,1.466667,2,false,false,0.439436200,0.278010752,0.137130626,0.007326762,0.099731232,0.004398580,0.980000000
89,1.483333,2,false,false,0.444886230,0.278321022,0.136594825,0.007409869,0.099725091,0.004448531,0.980000000
90,1.500000,2,false,false,0.450535447,0.279009882,0.136944033,0.007492971,0.099718882,0.004498481,0.980000000
91,1.516667,2,false,false,0.455021589,0.280289043,0.135991200,0.007576067,0.099712603,0.004548430,0.980000000
92,1.533333,2,false,false,0.460265104,0.282366652,0.136894116,0.007659158,0.099706255,0.004598378,0.980000000
93,1.550000,2,false,false,0.466174199,0.284511243,0.136649786,0.007742244,0.099699838,0.004648324,0.980000000
94,1.566667,2,false,false,0.470908905,0.286713938,0.135484208,0.007825325,0.099693351,0.004698270,0.980000000
95,1.583333,2,false,false,0.476718984,0.284291802,0.135143432,0.007908400,0.099686796,0.004748214,0.980000000
96,1.600000,2,false,false,0.481218966,0.289184717,0.134026599,0.007991469,0.099680171,0.004798157,0.980000000
97,1.616667,2,false,false,0.486049403,0.289805248,0.134821560,0.008074533,0.099673476,0.004848099,0.980000000
98,1.633333,2,false,false,0.491540491,0.291067592,0.133809828,0.008157592,0.099666713,0.004898039,0.980000000
99,1.650000,2,false,false,0.497096496,0.288710337,0.134867958,0.008240645,0.099659880,0.004947979,0.980000000
100,1.666667,2,false,false,0.501800774,0.292029163,0.133721359,0.008323692,0.099652979,0.004997917,0.980000000
101,1.683333,2,false,false,0.507595194,0.291931547,0.133135786,0.008406733,0.099646008,0.005047854,0.980000000
102,1.700000,2,false,false,0.512246825,0.293384274,0.132763669,0.008489768,0.099638967,0.005097789,0.980000000
103,1.716667,2,false,false,0.517548737,0.294987904,0.132833589,0.008572798,0.099631858,0.005147724,0.980000000
104,1.733333,2,false,true,0.522580623,0.294621219,0.131602145,0.008655821,0.099624679,0.005197657,0.980000000
105,1.750000,2,false,false,0.527051484,0.297063197,0.132188720,0.008738839,0.099617432,0.005247589,0.980000000
106,1.766667,2,false,false,0.531137330,0.295035933,0.132724290,0.008821850,0.099610115,0.005297519,0.980000000
