frame_idx,timestamp,state,is_lost,is_keyframe,x,y,z,q_x,q_y,q_z,q_w
0,0.000000,2,false,true,0.005268976,-0.000532886,0.150982632,0.000000000,0.100000000,0.000000000,0.980000000
1,0.016667,2,false,false,0.010315666,0.003507263,0.149146821,0.000083333,0.099999965,0.000050000,0.980000000
2,0.033333,2,false,false,0.014796970,0.007980793,0.149187375,0.000166667,0.099999861,0.000100000,0.980000000
3,0.050000,2,false,false,0.019258909,0.012421345,0.150747962,0.000250000,0.099999688,0.000150000,0.980000000
4,0.066667,2,false,false,0.023567367,0.017532411,0.149981431,0.000333333,0.099999444,0.000200000,0.980000000
5,0.083333,2,false,false,0.029021609,0.018569979,0.149037492,0.000416665,0.099999132,0.000250000,0.980000000
6,0.100000,2,false,false,0.033885915,0.024285437,0.149872949,0.000499998,0.099998750,0.000300000,0.980000000
7,0.116667,2,false,false,0.038090468,0.026755492,0.150716942,0.000583330,0.099998299,0.000349999,0.980000000
8,0.133333,2,false,false,0.042285710,0.032819698,0.149760580,0.000666662,0.099997778,0.000399999,0.980000000
9,0.150000,2,false,false,0.046678107,0.037040266,0.150554582,0.000749993,0.099997188,0.000449998,0.980000000
10,0.166667,2,false,false,0.051853798,0.038306262,0.149681213,0.000833324,0.099996528,0.000499998,0.980000000
11,0.183333,2,false,false,0.057449713,0.045346126,0.150251775,0.000916654,0.099995799,0.000549997,0.980000000
12,0.200000,2,false,false,0.061739415,0.048407018,0.150497036,0.000999983,0.099995000,0.000599996,0.980000000
13,0.216667,2,false,false,0.065937133,0.050130215,0.149806964,0.001083312,0.099994132,0.000649995,0.980000000
14,0.233333,2,false,false,0.070297701,0.056403048,0.149116948,0.001166640,0.099993195,0.000699994,0.980000000
15,0.250000,2,false,false,0.074869538,0.059678330,0.149009735,0.001249967,0.099992188,0.000749993,0.980000000
16,0.266667,2,false,false,0.079530972,0.062802547,0.150223562,0.001333294,0.099991111,0.000799991,0.980000000
17,0.283333,2,false,false,0.084472379,0.066733462,0.149050839,0.001416619,0.099989965,0.000849990,0.980000000
18,0.300000,2,false,false,0.089107066,0.071161843,0.149735715,0.001499944,0.099988750,0.000899988,0.980000000
19,0.316667,2,false,false,0.093495104,0.075375102,0.150296452,0.001583267,0.099987466,0.000949986,0.980000000
20,0.333333,2,false,false,0.099358248,0.079510219,0.150199090,0.001666590,0.099986111,0.000999983,0.980000000
21,0.350000,2,false,false,0.103360804,0.084002806,0.150020097,0.001749911,0.099984688,0.001049981,0.980000000
22,0.366667,2,false,false,0.107678925,0.085040252,0.149658441,0.001833231,0.099983195,0.001099978,0.980000000
23,0.383333,2,false,false,0.113668061,0.089116386,0.148126519,0.001916549,0.099981633,0.001149975,0.980000000
24,0.400000,2,false,false,0.118714845,0.094896961,0.149729206,0.001999867,0.099980001,0.001199971,0.980000000
25,0.416667,2,false,false,0.124363126,0.099602719,0.148812810,0.002083183,0.099978299,0.001249967,0.980000000
26,0.433333,2,false,false,0.129229329,0.101793412,0.149196484,0.002166497,0.099976529,0.001299963,0.980000000
27,0.450000,2,false,false,0.134798743,0.106286789,0.147913834,0.002249810,0.099974689,0.001349959,0.980000000
28,0.466667,2,false,false,0.139237989,0.108436697,0.148909513,0.002333122,0.099972779,0.001399954,0.980000000
29,0.483333,2,false,false,0.144391423,0.112197044,0.147785236,0.002416431,0.099970800,0.001449949,0.980000000
30,0.500000,2,false,false,0.149492990,0.117113272,0.148362533,0.002499740,0.099968752,0.001499944,0.980000000
31,0.516667,2,false,false,0.154624013,0.119285905,0.147613350,0.002583046,0.099966634,0.001549938,0.980000000
32,0.533333,2,false,false,0.159438479,0.123759244,0.148297185,0.002666351,0.099964447,0.001599932,0.980000000
33,0.550000,2,false,false,0.163961094,0.128037568,0.147785849,0.002749653,0.099962190,0.001649925,0.980000000
34,0.566667,2,false,false,0.169686212,0.131851328,0.148011693,0.002832954,0.099959864,0.001699918,0.980000000
35,0.583333,2,false,false,0.174819359,0.135657542,0.147249242,0.002916253,0.099957468,0.001749911,0.980000000
36,0.600000,2,false,false,0.179852242,0.136610970,0.146998756,0.002999550,0.099955003,0.001799903,0.980000000
37,0.616667,2,false,false,0.185688688,0.143812871,0.146918941,0.003082845,0.099952469,0.001849894,0.980000000
38,0.633333,2,false,false,0.191271479,0.145421010,0.146944304,0.003166137,0.099949865,0.001899886,0.980000000
39,0.650000,2,false,false,0.195752789,0.150108386,0.146412406,0.003249428,0.099947192,0.001949876,0.980000000
40,0.666667,2,false,false,0.200692993,0.150962423,0.147064319,0.003332716,0.099944450,0.001999867,0.980000000
41,0.683333,2,false,true,0.206559337,0.155166544,0.146166282,0.003416002,0.099941638,0.002049856,0.980000000
42,0.700000,2,false,false,0.212543449,0.158126590,0.147912398,0.003499285,0.099938756,0.002099846,0.980000000
43,0.716667,2,false,false,0.218370681,0.163739320,0.146206659,0.003582567,0.099935805,0.002149834,0.980000000
44,0.733333,2,false,false,0.222926501,0.165268300,0.147462056,0.003665845,0.099932785,0.002199823,0.980000000
45,0.750000,2,false,false,0.228837840,0.169729144,0.146143774,0.003749121,0.099929696,0.002249810,0.980000000
46,0.766667,2,false,false,0.233102541,0.171722161,0.146544454,0.003832395,0.099926537,0.002299797,0.980000000
47,0.783333,2,false,false,0.237721192,0.177217756,0.145239615,0.003915665,0.099923308,0.002349784,0.980000000
48,0.800000,2,false,false,0.243668299,0.180160843,0.146478240,0.003998933,0.099920011,0.002399770,0.980000000
49,0.816667,2,false,false,0.248815935,0.181718198,0.144942815,0.004082199,0.099916644,0.002449755,0.980000000
50,0.833333,2,false,false,0.253430944,0.184937644,0.145365984,0.004165461,0.099913207,0.002499740,0.980000000
51,0.850000,2,false,false,0.259254553,0.189379917,0.145491481,0.004248721,0.099909701,0.002549724,0.980000000
52,0.866667,2,false,false,0.265010956,0.190312608,0.146058354,0.004331977,0.099906126,0.002599707,0.980000000
53,0.883333,2,false,false,0.269849891,0.195076803,0.145807740,0.004415231,0.099902481,0.002649690,0.980000000
54,0.900000,2,false,false,0.275759475,0.196712849,0.145922744,0.004498481,0.099898767,0.002699672,0.980000000
55,0.916667,2,false,false,0.281668976,0.200733835,0.145782637,0.004581729,0.099894984,0.002749653,0.980000000
56,0.933333,2,false,false,0.287370378,0.205498890,0.145208186,0.004664973,0.099891131,0.002799634,0.980000000
57,0.950000,2,false,false,0.292333381,0.208400380,0.144153128,0.004748214,0.099887209,0.002849614,0.980000000
58,0.966667,2,false,false,0.296448710,0.211486507,0.145092511,0.004831452,0.099883217,0.002899594,0.980000000
59,0.983333,2,false,false,0.301416433,0.212200860,0.143656636,0.004914686,0.099879156,0.002949572,0.980000000
60,1.000000,2,false,false,0.307107589,0.214487768,0.144449120,0.004997917,0.099875026,0.002999550,0.980000000
61,1.016667,2,false,false,0.311449652,0.218883451,0.144490919,0.005081144,0.099870826,0.003049527,0.980000000
62,1.033333,2,false,false,0.316319966,0.220297181,0.144078910,0.005164368,0.099866557,0.003099504,0.980000000
63,1.050000,2,false,false,0.321287891,0.223589189,0.142837860,0.005247589,0.099862219,0.003149479,0.980000000
64,1.066667,2,false,false,0.325499201,0.224395711,0.142934323,0.005330805,0.099857811,0.003199454,0.980000000
65,1.083333,2,false,false,0.330679141,0.227666046,0.142309727,0.005414018,0.099853334,0.003249428,0.980000000
66,1.100000,2,false,false,0.335828102,0.229957153,0.141758421,0.005497228,0.099848788,0.003299401,0.980000000
67,1.116667,2,false,false,0.340922792,0.234929260,0.142019205,0.005580433,0.099844172,0.003349373,0.980000000
68,1.133333,2,false,false,0.345819833,0.234591502,0.142288512,0.005663634,0.099839487,0.003399345,0.980000000
69,1.150000,2,false,false,0.351368673,0.240594146,0.141520492,0.005746832,0.099834733,0.003449316,0.980000000
70,1.166667,2,false,false,0.356400561,0.239732093,0.140846605,0.005830026,0.099829909,0.003499285,0.980000000
71,1.183333,2,false,false,0.361591234,0.242041332,0.141130215,0.005913215,0.099825016,0.003549254,0.980000000
72,1.200000,2,false,false,0.365754639,0.244493072,0.141606845,0.005996401,0.099820054,0.003599222,0.980000000
73,1.216667,2,false,false,0.371551904,0.249108225,0.141005940,0.006079582,0.099815022,0.003649190,0.980000000
74,1.233333,2,false,false,0.377023956,0.251599871,0.141588944,0.006162759,0.099809921,0.003699156,0.980000000
75,1.250000,2,false,false,0.382975085,0.253319409,0.140158329,0.006245932,0.099804751,0.003749121,0.980000000
76,1.266667,2,false,false,0.388522184,0.253825072,0.139562962,0.006329100,0.099799511,0.003799086,0.980000000
