frame_idx,timestamp,state,is_lost,is_keyframe,x,y,z,q_x,q_y,q_z,q_w
0,0.000000,2,false,true,0.005849506,0.000004378,0.149868578,0.000000000,0.100000000,0.000000000,0.980000000
1,0.016667,2,false,false,0.010179151,0.003694175,0.150206003,0.000083333,0.099999965,0.000050000,0.980000000
2,0.033333,2,false,false,0.015998341,0.007661663,0.149882453,0.000166667,0.099999861,0.000100000,0.980000000
3,0.050000,2,false,false,0.020816967,0.011180703,0.150083355,0.000250000,0.099999688,0.000150000,0.980000000
4,0.066667,2,false,false,0.026737890,0.017817796,0.149393365,0.000333333,0.099999444,0.000200000,0.980000000
5,0.083333,2,false,false,0.030808495,0.021443399,0.150730912,0.000416665,0.099999132,0.000250000,0.980000000
6,0.100000,2,false,false,0.035652362,0.024174078,0.150118215,0.000499998,0.099998750,0.000300000,0.980000000
7,0.116667,2,false,false,0.041300936,0.028833265,0.149280022,0.000583330,0.099998299,0.000349999,0.980000000
8,0.133333,2,false,false,0.046557484,0.032371526,0.149570702,0.000666662,0.099997778,0.000399999,0.980000000
9,0.150000,2,false,false,0.051519918,0.034751123,0.150455722,0.000749993,0.099997188,0.000449998,0.980000000
10,0.166667,2,false,false,0.056222364,0.041741298,0.149071692,0.000833324,0.099996528,0.000499998,0.980000000
11,0.183333,2,false,false,0.060536146,0.042127637,0.148799917,0.000916654,0.099995799,0.000549997,0.980000000
12,0.200000,2,false,false,0.065029181,0.046383188,0.149310149,0.000999983,0.099995000,0.000599996,0.980000000
13,0.216667,2,false,false,0.070931774,0.053694523,0.150270605,0.001083312,0.099994132,0.000649995,0.980000000
14,0.233333,2,false,false,0.076481680,0.054281919,0.150540520,0.001166640,0.099993195,0.000699994,0.980000000
15,0.250000,2,false,false,0.082063274,0.058577465,0.148907933,0.001249967,0.099992188,0.000749993,0.980000000
16,0.266667,2,false,false,0.087318662,0.061793869,0.149044739,0.001333294,0.099991111,0.000799991,0.980000000
17,0.283333,2,false,false,0.092401478,0.067560298,0.149453173,0.001416619,0.099989965,0.000849990,0.980000000
18,0.300000,2,false,false,0.097461038,0.071316672,0.150090900,0.001499944,0.099988750,0.000899988,0.980000000
19,0.316667,2,false,false,0.101753552,0.073564826,0.148411316,0.001583267,0.099987466,0.000949986,0.980000000
