frame_idx,timestamp,state,is_lost,is_keyframe,x,y,z,q_x,q_y,q_z,q_w
0,0.000000,2,false,true,0.005900193,0.001709933,0.149742754,0.000000000,0.100000000,0.000000000,0.980000000
1,0.016667,2,false,false,0.010303392,0.002320455,0.149410892,0.000083333,0.099999965,0.000050000,0.980000000
2,0.033333,2,false,false,0.015756909,0.009881361,0.150207645,0.000166667,0.099999861,0.000100000,0.980000000
3,0.050000,2,false,false,0.020742182,0.010599777,0.149193078,0.000250000,0.099999688,0.000150000,0.980000000
4,0.066667,2,false,false,0.026670140,0.015319151,0.149853764,0.000333333,0.099999444,0.000200000,0.980000000
5,0.083333,2,false,false,0.032214814,0.021214542,0.149784873,0.000416665,0.099999132,0.000250000,0.980000000
6,0.100000,2,false,false,0.037434066,0.025531887,0.149660431,0.000499998,0.099998750,0.000300000,0.980000000
7,0.116667,2,false,false,0.041822106,0.026415356,0.150358040,0.000583330,0.099998299,0.000349999,0.980000000
8,0.133333,2,false,false,0.047629093,0.033375555,0.150451644,0.000666662,0.099997778,0.000399999,0.980000000
9,0.150000,2,false,false,0.052563530,0.034574718,0.150196679,0.000749993,0.099997188,0.000449998,0.980000000
10,0.166667,2,false,false,0.057445445,0.038403880,0.149291309,0.000833324,0.099996528,0.000499998,0.980000000
11,0.183333,2,false,false,0.063205167,0.042717365,0.150627537,0.000916654,0.099995799,0.000549997,0.980000000
12,0.200000,2,false,false,0.068474054,0.049110106,0.150409501,0.000999983,0.099995000,0.000599996,0.980000000
13,0.216667,2,false,false,0.072984760,0.052762993,0.150585580,0.001083312,0.099994132,0.000649995,0.980000000
14,0.233333,2,false,false,0.078323326,0.057383242,0.148743480,0.001166640,0.099993195,0.000699994,0.980000000
15,0.250000,2,false,false,0.083043227,0.059673625,0.149846868,0.001249967,0.099992188,0.000749993,0.980000000
16,0.266667,2,false,false,0.087085348,0.064766043,0.149783591,0.001333294,0.099991111,0.000799991,0.980000000
17,0.283333,2,false,false,0.091209135,0.067542239,0.149667608,0.001416619,0.099989965,0.000849990,0.980000000
18,0.300000,2,false,false,0.095265956,0.071780284,0.149011327,0.001499944,0.099988750,0.000899988,0.980000000
19,0.316667,2,false,false,0.100636762,0.076567476,0.149678708,0.001583267,0.099987466,0.000949986,0.980000000
20,0.333333,2,false,false,0.105885456,0.077234039,0.148441181,0.001666590,0.099986111,0.000999983,0.980000000
21,0.350000,2,false,false,0.110740472,0.083227259,0.148549692,0.001749911,0.099984688,0.001049981,0.980000000
22,0.366667,2,false,false,0.116450093,0.084825827,0.149357242,0.001833231,0.099983195,0.001099978,0.980000000
23,0.383333,2,false,false,0.121489156,0.091032292,0.149761704,0.001916549,0.099981633,0.001149975,0.980000000
24,0.400000,2,false,false,0.126242818,0.092465989,0.148106097,0.001999867,0.099980001,0.001199971,0.980000000
25,0.416667,2,false,false,0.131899320,0.097676653,0.148016615,0.002083183,0.099978299,0.001249967,0.980000000
26,0.433333,2,false,false,0.136435102,0.100960322,0.148431778,0.002166497,0.099976529,0.001299963,0.980000000
27,0.450000,2,false,false,0.142069178,0.104652887,0.147753616,0.002249810,0.099974689,0.001349959,0.980000000
28,0.466667,2,false,false,0.146398945,0.108737204,0.148271622,0.002333122,0.099972779,0.001399954,0.980000000
29,0.483333,2,false,false,0.150468397,0.113830723,0.148676621,0.002416431,0.099970800,0.001449949,0.980000000
30,0.500000,2,false,false,0.154983584,0.116466113,0.148030452,0.002499740,0.099968752,0.001499944,0.980000000
31,0.516667,2,false,false,0.160497602,0.119396518,0.147861943,0.002583046,0.099966634,0.001549938,0.980000000
32,0.533333,2,false,false,0.165948398,0.125592007,0.148253688,0.002666351,0.099964447,0.001599932,0.980000000
33,0.550000,2,false,false,0.171587001,0.128526292,0.148789353,0.002749653,0.099962190,0.001649925,0.980000000
34,0.566667,2,false,false,0.175666642,0.131049295,0.148446948,0.002832954,0.099959864,0.001699918,0.980000000
35,0.583333,2,false,false,0.180923078,0.135190393,0.147091895,0.002916253,0.099957468,0.001749911,0.980000000
36,0.600000,2,false,false,0.186807485,0.137317330,0.147938108,0.002999550,0.099955003,0.001799903,0.980000000
37,0.616667,2,false,false,0.191226981,0.143609771,0.147309518,0.003082845,0.099952469,0.001849894,0.980000000
38,0.633333,2,false,false,0.195568761,0.145891943,0.147481183,0.003166137,0.099949865,0.001899886,0.980000000
39,0.650000,2,false,true,0.201459564,0.148181294,0.147983629,0.003249428,0.099947192,0.001949876,0.980000000
40,0.666667,2,false,false,0.205821006,0.152161981,0.147243088,0.003332716,0.099944450,0.001999867,0.980000000
41,0.683333,2,false,false,0.210910371,0.154691725,0.147527554,0.003416002,0.099941638,0.002049856,0.980000000
42,0.700000,2,false,false,0.216550711,0.158300676,0.147378554,0.003499285,0.099938756,0.002099846,0.980000000
43,0.716667,2,false,false,0.221213972,0.162744691,0.146744070,0.003582567,0.099935805,0.002149834,0.980000000
44,0.733333,2,false,false,0.225549198,0.164589703,0.146417923,0.003665845,0.099932785,0.002199823,0.980000000
45,0.750000,2,false,false,0.229915363,0.170275922,0.147482317,0.003749121,0.099929696,0.002249810,0.980000000
46,0.766667,2,false,false,0.234796137,0.173596331,0.145532722,0.003832395,0.099926537,0.002299797,0.980000000
47,0.783333,2,false,false,0.240096263,0.175031705,0.146156443,0.003915665,0.099923308,0.002349784,0.980000000
48,0.800000,2,false,false,0.245235174,0.177403225,0.146298274,0.003998933,0.099920011,0.002399770,0.980000000
49,0.816667,2,false,false,0.250457448,0.183945715,0.145924604,0.004082199,0.099916644,0.002449755,0.980000000
50,0.833333,2,false,false,0.255589366,0.187097748,0.146693137,0.004165461,0.099913207,0.002499740,0.980000000
51,0.850000,2,false,false,0.260755423,0.189771716,0.146531374,0.004248721,0.099909701,0.002549724,0.980000000
52,0.866667,2,false,false,0.265120973,0.190475259,0.146297648,0.004331977,0.099906126,0.002599707,0.980000000
53,0.883333,2,false,false,0.270266356,0.193056464,0.144432503,0.004415231,0.099902481,0.002649690,0.980000000
54,0.900000,2,false,false,0.274659613,0.197941474,0.145468975,0.004498481,0.099898767,0.002699672,0.980000000
55,0.916667,2,false,false,0.280251979,0.199042573,0.144486736,0.004581729,0.099894984,0.002749653,0.980000000
56,0.933333,2,false,false,0.284328019,0.202532972,0.144519043,0.004664973,0.099891131,0.002799634,0.980000000
57,0.950000,2,false,false,0.290327961,0.205384881,0.144607054,0.004748214,0.099887209,0.002849614,0.980000000
58,0.966667,2,false,false,0.295735556,0.211074663,0.144142130,0.004831452,0.099883217,0.002899594,0.980000000
59,0.983333,2,false,false,0.301379635,0.212207665,0.144135750,0.004914686,0.099879156,0.002949572,0.980000000
60,1.000000,2,false,false,0.305576998,0.213402948,0.143644795,0.004997917,0.099875026,0.002999550,0.980000000
61,1.016667,2,false,false,0.311492435,0.216072267,0.144364599,0.005081144,0.099870826,0.003049527,0.980000000
62,1.033333,2,false,false,0.316548600,0.220500564,0.142569676,0.005164368,0.099866557,0.003099504,0.980000000
63,1.050000,2,false,false,0.321504640,0.224790093,0.144125100,0.005247589,0.099862219,0.003149479,0.980000000
64,1.066667,2,false,false,0.326757549,0.225707621,0.143526664,0.005330805,0.099857811,0.003199454,0.980000000
65,1.083333,2,false,false,0.331338406,0.230610918,0.143788778,0.005414018,0.099853334,0.003249428,0.980000000
66,1.100000,2,false,false,0.336127998,0.229958169,0.143622827,0.005497228,0.099848788,0.003299401,0.980000000
67,1.116667,2,false,false,0.340767327,0.233438568,0.143206997,0.005580433,0.099844172,0.003349373,0.980000000
68,1.133333,2,false,false,0.346186039,0.235416413,0.141357330,0.005663634,0.099839487,0.003399345,0.980000000
69,1.150000,2,false,false,0.350288146,0.240285718,0.142922072,0.005746832,0.099834733,0.003449316,0.980000000
70,1.166667,2,false,false,0.354617524,0.240092199,0.141622964,0.005830026,0.099829909,0.003499285,0.980000000
71,1.183333,2,false,false,0.360086853,0.245192200,0.141108819,0.005913215,0.099825016,0.003549254,0.980000000
72,1.200000,2,false,false,0.365580290,0.247692683,0.141298955,0.005996401,0.099820054,0.003599222,0.980000000
73,1.216667,2,false,false,0.370166572,0.246236642,0.140414018,0.006079582,0.099815022,0.003649190,0.980000000
74,1.233333,2,true,false,0.374206496,0.250738046,0.140653471,0.006162759,0.099809921,0.003699156,0.980000000
75,1.250000,2,false,false,0.378343240,0.251563179,0.141418722,0.006245932,0.099804751,0.003749121,0.980000000
76,1.266667,2,false,false,0.382814158,0.252782778,0.140357878,0.006329100,0.099799511,0.003799086,0.980000000
77,1.283333,2,false,false,0.388045211,0.256810124,0.139571525,0.006412264,0.099794203,0.003849049,0.980000000
78,1.300000,2,false,true,0.392814592,0.257470345,0.139939029,0.006495424,0.099788824,0.003899011,0.980000000
79,1.316667,2,false,false,0.397155062,0.259296022,0.138998223,0.006578579,0.099783377,0.003948973,0.980000000
80,1.333333,2,false,false,0.402961274,0.260850400,0.138885876,0.006661729,0.099777860,0.003998933,0.980000000
81,1.350000,2,false,false,0.407978827,0.263009441,0.139522295,0.006744875,0.099772274,0.004048893,0.980000000
82,1.366667,2,false,false,0.413297451,0.265709755,0.139423090,0.006828017,0.099766619,0.004098851,0.980000000
83,1.383333,2,false,false,0.417816260,0.266414929,0.137825894,0.006911153,0.099760894,0.004148809,0.980000000
84,1.400000,2,false,false,0.423173953,0.268523967,0.138449045,0.006994285,0.099755100,0.004198765,0.980000000
85,1.416667,2,false,false,0.427382599,0.271619192,0.136974892,0.007077412,0.099749237,0.004248721,0.980000000
86,1.433333,2,false,false,0.431453232,0.275099428,0.137780755,0.007160533,0.099743304,0.004298675,0.980000000
87,1.450000,2,false,false,0.436051916,0.273859478,0.137048686,0.007243650,0.099737303,0.004348628,0.980000000
88,1.466667,2,false,false,0.441603465,0.275474192,0.137224648,0.007326762,0.099731232,0.004398580,0.980000000
89,1.483333,2,false,false,0.446969299,0.279862585,0.137468886,0.007409869,0.099725091,0.004448531,0.980000000
90,1.500000,2,false,false,0.452563600,0.279358764,0.136842963,0.007492971,0.099718882,0.004498481,0.980000000
91,1.516667,2,false,false,0.457507592,0.282231503,0.135606336,0.007576067,0.099712603,0.004548430,0.980000000
92,1.533333,2,false,false,0.462422782,0.281119028,0.136051692,0.007659158,0.099706255,0.004598378,0.980000000
93,1.550000,2,false,false,0.467791385,0.284124969,0.135250266,0.007742244,0.099699838,0.004648324,0.980000000
94,1.566667,2,false,false,0.472676527,0.286703103,0.135579903,0.007825325,0.099693351,0.004698270,0.980000000
95,1.583333,2,false,false,0.478590917,0.287162486,0.134642087,0.007908400,0.099686796,0.004748214,0.980000000
96,1.600000,2,false,false,0.484326378,0.288322285,0.134726692,0.007991469,0.099680171,0.004798157,0.980000000
97,1.616667,2,false,false,0.489199418,0.287787300,0.134492285,0.008074533,0.099673476,0.004848099,0.980000000
98,1.633333,2,false,false,0.494485371,0.288789335,0.134913412,0.008157592,0.099666713,0.004898039,0.980000000
99,1.650000,2,false,false,0.500112304,0.292100541,0.134650069,0.008240645,0.099659880,0.004947979,0.980000000
100,1.666667,2,false,false,0.504899483,0.292171987,0.133345385,0.008323692,0.099652979,0.004997917,0.980000000
101,1.683333,2,false,false,0.509469490,0.292571712,0.132367974,0.008406733,0.099646008,0.005047854,0.980000000
102,1.700000,2,false,false,0.514100289,0.295007968,0.133152903,0.008489768,0.099638967,0.005097789,0.980000000
103,1.716667,2,false,false,0.518347424,0.293824431,0.132661191,0.008572798,0.099631858,0.005147724,0.980000000
104,1.733333,2,false,false,0.523611346,0.293502822,0.131913946,0.008655821,0.099624679,0.005197657,0.980000000
105,1.750000,2,false,false,0.528735352,0.294159716,0.131271104,0.008738839,0.099617432,0.005247589,0.980000000
106,1.766667,2,false,false,0.533538271,0.297854735,0.132163757,0.008821850,0.099610115,0.005297519,0.980000000
107,1.783333,2,false,false,0.537971183,0.295422111,0.131770189,0.008904856,0.099602729,0.005347448,0.980000000
