frame_idx,timestamp,state,is_lost,is_keyframe,x,y,z,q_x,q_y,q_z,q_w
0,0.000000,2,false,true,0.004107756,-0.001619713,0.149333866,0.000000000,0.100000000,0.000000000,0.980000000
1,0.016667,2,false,false,0.010060717,0.004808237,0.150153375,0.000083333,0.099999965,0.000050000,0.980000000
2,0.033333,2,false,false,0.015498496,0.008407833,0.149686463,0.000166667,0.099999861,0.000100000,0.980000000
3,0.050000,2,false,false,0.020980868,0.013297478,0.150505768,0.000250000,0.099999688,0.000150000,0.980000000
4,0.066667,2,false,false,0.025656528,0.016081263,0.149780652,0.000333333,0.099999444,0.000200000,0.980000000
5,0.083333,2,false,false,0.031129965,0.021411173,0.150579854,0.000416665,0.099999132,0.000250000,0.980000000
6,0.100000,2,false,false,0.036122769,0.022016211,0.149237690,0.000499998,0.099998750,0.000300000,0.980000000
7,0.116667,2,false,false,0.041488077,0.026200775,0.150806060,0.000583330,0.099998299,0.000349999,0.980000000
8,0.133333,2,false,false,0.046913859,0.031035248,0.149252622,0.000666662,0.099997778,0.000399999,0.980000000
9,0.150000,2,false,false,0.052705906,0.034537930,0.149862644,0.000749993,0.099997188,0.000449998,0.980000000
10,0.166667,2,false,false,0.057840542,0.039683378,0.150126967,0.000833324,0.099996528,0.000499998,0.980000000
11,0.183333,2,false,false,0.062305512,0.043337693,0.150711123,0.000916654,0.099995799,0.000549997,0.980000000
12,0.200000,2,false,false,0.067037103,0.046379120,0.149594392,0.000999983,0.099995000,0.000599996,0.980000000
13,0.216667,2,false,false,0.072964160,0.053370549,0.150280329,0.001083312,0.099994132,0.000649995,0.980000000
14,0.233333,2,false,false,0.078522975,0.057592554,0.148967516,0.001166640,0.099993195,0.000699994,0.980000000
15,0.250000,2,false,false,0.082873262,0.059282636,0.148780128,0.001249967,0.099992188,0.000749993,0.980000000
16,0.266667,2,false,false,0.087014856,0.063542541,0.149057918,0.001333294,0.099991111,0.000799991,0.980000000
17,0.283333,2,false,false,0.091672896,0.069203253,0.148648069,0.001416619,0.099989965,0.000849990,0.980000000
18,0.300000,2,false,false,0.096927902,0.069816696,0.150412332,0.001499944,0.099988750,0.000899988,0.980000000
19,0.316667,2,false,false,0.101942683,0.075022629,0.149868452,0.001583267,0.099987466,0.000949986,0.980000000
20,0.333333,2,false,false,0.107102817,0.078246735,0.150136850,0.001666590,0.099986111,0.000999983,0.980000000
21,0.350000,2,false,false,0.111689059,0.083235986,0.149011965,0.001749911,0.099984688,0.001049981,0.980000000
22,0.366667,2,false,false,0.116040663,0.084788843,0.148530208,0.001833231,0.099983195,0.001099978,0.980000000
23,0.383333,2,false,false,0.120491655,0.090519104,0.148289754,0.001916549,0.099981633,0.001149975,0.980000000
24,0.400000,2,false,false,0.124646170,0.093849014,0.149480855,0.001999867,0.099980001,0.001199971,0.980000000
25,0.416667,2,false,false,0.129535030,0.097546662,0.148026968,0.002083183,0.099978299,0.001249967,0.980000000
26,0.433333,2,false,false,0.134370693,0.101131736,0.148801142,0.002166497,0.099976529,0.001299963,0.980000000
27,0.450000,2,false,false,0.139665934,0.105356409,0.148095991,0.002249810,0.099974689,0.001349959,0.980000000
28,0.466667,2,false,false,0.144870323,0.108891192,0.147699964,0.002333122,0.099972779,0.001399954,0.980000000
29,0.483333,2,false,false,0.149984090,0.114996275,0.148785112,0.002416431,0.099970800,0.001449949,0.980000000
30,0.500000,2,false,false,0.154968536,0.118410276,0.148329377,0.002499740,0.099968752,0.001499944,0.980000000
31,0.516667,2,false,false,0.159022231,0.119623581,0.147862597,0.002583046,0.099966634,0.001549938,0.980000000
32,0.533333,2,false,false,0.164888698,0.125798264,0.148998121,0.002666351,0.099964447,0.001599932,0.980000000
33,0.550000,2,false,false,0.168931393,0.127016352,0.148184143,0.002749653,0.099962190,0.001649925,0.980000000
34,0.566667,2,false,false,0.173392448,0.133138388,0.147526011,0.002832954,0.099959864,0.001699918,0.980000000
35,0.583333,2,false,true,0.178979571,0.133969026,0.147169354,0.002916253,0.099957468,0.001749911,0.980000000
36,0.600000,2,false,false,0.183818538,0.137879685,0.148143596,0.002999550,0.099955003,0.001799903,0.980000000
37,0.616667,2,false,false,0.188523743,0.141398546,0.148038881,0.003082845,0.099952469,0.001849894,0.980000000
