frame_idx,timestamp,state,is_lost,is_keyframe,x,y,z,q_x,q_y,q_z,q_w
0,0.000000,2,false,true,0.005336226,0.000403581,0.149349164,0.000000000,0.100000000,0.000000000,0.980000000
1,0.016667,2,false,false,0.010996050,0.004678451,0.150520389,0.000083333,0.099999965,0.000050000,0.980000000
2,0.033333,2,false,false,0.015662199,0.006356955,0.150350186,0.000166667,0.099999861,0.000100000,0.980000000
3,0.050000,2,false,false,0.019961303,0.011444834,0.150049347,0.000250000,0.099999688,0.000150000,0.980000000
4,0.066667,2,false,false,0.025875114,0.015186400,0.150723119,0.000333333,0.099999444,0.000200000,0.980000000
5,0.083333,2,false,false,0.031825303,0.020124899,0.149967929,0.000416665,0.099999132,0.000250000,0.980000000
6,0.100000,2,false,false,0.037314373,0.022015149,0.150685814,0.000499998,0.099998750,0.000300000,0.980000000
7,0.116667,2,false,false,0.042569811,0.026302365,0.150889201,0.000583330,0.099998299,0.000349999,0.980000000
8,0.133333,2,false,false,0.048017937,0.031219406,0.149097030,0.000666662,0.099997778,0.000399999,0.980000000
9,0.150000,2,false,false,0.053064454,0.037549567,0.149053891,0.000749993,0.099997188,0.000449998,0.980000000
10,0.166667,2,false,false,0.058369720,0.040219079,0.150818454,0.000833324,0.099996528,0.000499998,0.980000000
11,0.183333,2,false,false,0.063957889,0.044746185,0.150671796,0.000916654,0.099995799,0.000549997,0.980000000
12,0.200000,2,false,false,0.068857734,0.047969532,0.149624475,0.000999983,0.099995000,0.000599996,0.980000000
13,0.216667,2,false,false,0.072867996,0.049760266,0.149690812,0.001083312,0.099994132,0.000649995,0.980000000
14,0.233333,2,false,false,0.077489274,0.055210481,0.150270779,0.001166640,0.099993195,0.000699994,0.980000000
15,0.250000,2,false,false,0.081863298,0.060871833,0.149238964,0.001249967,0.099992188,0.000749993,0.980000000
16,0.266667,2,false,false,0.086171450,0.061581662,0.149446516,0.001333294,0.099991111,0.000799991,0.980000000
17,0.283333,2,false,false,0.090295305,0.067493555,0.149022225,0.001416619,0.099989965,0.000849990,0.980000000
18,0.300000,2,false,false,0.095759443,0.072384446,0.150436583,0.001499944,0.099988750,0.000899988,0.980000000
19,0.316667,2,false,false,0.101023532,0.075248509,0.149861670,0.001583267,0.099987466,0.000949986,0.980000000
20,0.333333,2,false,false,0.106222776,0.078972345,0.149166458,0.001666590,0.099986111,0.000999983,0.980000000
21,0.350000,2,false,false,0.110902231,0.084223831,0.148456386,0.001749911,0.099984688,0.001049981,0.980000000
22,0.366667,2,false,false,0.116696883,0.084966799,0.149207745,0.001833231,0.099983195,0.001099978,0.980000000
23,0.383333,2,false,false,0.122072038,0.092534169,0.149177314,0.001916549,0.099981633,0.001149975,0.980000000
24,0.400000,2,false,false,0.126200957,0.096038769,0.148926492,0.001999867,0.099980001,0.001199971,0.980000000
25,0.416667,2,false,false,0.130267457,0.096620744,0.149876213,0.002083183,0.099978299,0.001249967,0.980000000
26,0.433333,2,false,false,0.134425448,0.101682415,0.148279528,0.002166497,0.099976529,0.001299963,0.980000000
27,0.450000,2,false,false,0.139104890,0.105208563,0.148491488,0.002249810,0.099974689,0.001349959,0.980000000
28,0.466667,2,false,false,0.143687837,0.110223941,0.148105399,0.002333122,0.099972779,0.001399954,0.980000000
29,0.483333,2,false,false,0.147851832,0.114642997,0.149447451,0.002416431,0.099970800,0.001449949,0.980000000
30,0.500000,2,false,false,0.152869189,0.114838382,0.148871282,0.002499740,0.099968752,0.001499944,0.980000000
31,0.516667,2,false,false,0.157374032,0.120095771,0.147714683,0.002583046,0.099966634,0.001549938,0.980000000
32,0.533333,2,false,false,0.162110526,0.123792408,0.147695236,0.002666351,0.099964447,0.001599932,0.980000000
33,0.550000,2,false,false,0.168009222,0.128081566,0.148159170,0.002749653,0.099962190,0.001649925,0.980000000
34,0.566667,2,false,false,0.173001552,0.131671290,0.147477249,0.002832954,0.099959864,0.001699918,0.980000000
35,0.583333,2,false,false,0.177856863,0.134383456,0.147122857,0.002916253,0.099957468,0.001749911,0.980000000
36,0.600000,2,false,false,0.183540433,0.136948854,0.148602743,0.002999550,0.099955003,0.001799903,0.980000000
37,0.616667,2,false,false,0.188347145,0.143541730,0.148106419,0.003082845,0.099952469,0.001849894,0.980000000
38,0.633333,2,false,false,0.193599074,0.144161649,0.147144247,0.003166137,0.099949865,0.001899886,0.980000000
39,0.650000,2,false,true,0.198300977,0.147835190,0.147842215,0.003249428,0.099947192,0.001949876,0.980000000
40,0.666667,2,false,false,0.202733949,0.150603271,0.148178833,0.003332716,0.099944450,0.001999867,0.980000000
41,0.683333,2,false,false,0.208599422,0.155625910,0.147148148,0.003416002,0.099941638,0.002049856,0.980000000
42,0.700000,2,false,false,0.213159393,0.159619623,0.147741547,0.003499285,0.099938756,0.002099846,0.980000000
43,0.716667,2,false,false,0.217635867,0.164457005,0.146512148,0.003582567,0.099935805,0.002149834,0.980000000
44,0.733333,2,false,false,0.222461611,0.164927646,0.147412383,0.003665845,0.099932785,0.002199823,0.980000000
45,0.750000,2,false,false,0.227751273,0.170401646,0.147128414,0.003749121,0.099929696,0.002249810,0.980000000
46,0.766667,2,false,false,0.233094627,0.173508454,0.145500695,0.003832395,0.099926537,0.002299797,0.980000000
47,0.783333,2,false,false,0.238564297,0.176593680,0.147037692,0.003915665,0.099923308,0.002349784,0.980000000
48,0.800000,2,false,false,0.244474008,0.177374147,0.146070660,0.003998933,0.099920011,0.002399770,0.980000000
49,0.816667,2,false,false,0.250151081,0.184249641,0.145747380,0.004082199,0.099916644,0.002449755,0.980000000
50,0.833333,2,false,false,0.255588386,0.183603313,0.146099446,0.004165461,0.099913207,0.002499740,0.980000000
51,0.850000,2,false,false,0.259716313,0.189647976,0.145300556,0.004248721,0.099909701,0.002549724,0.980000000
52,0.866667,2,false,false,0.264304073,0.192486772,0.145687591,0.004331977,0.099906126,0.002599707,0.980000000
53,0.883333,2,false,false,0.270257320,0.193624522,0.145556564,0.004415231,0.099902481,0.002649690,0.980000000
54,0.900000,2,false,false,0.275617148,0.197860198,0.145984907,0.004498481,0.099898767,0.002699672,0.980000000
55,0.916667,2,false,false,0.281362870,0.201348060,0.145513930,0.004581729,0.099894984,0.002749653,0.980000000
56,0.933333,2,false,false,0.285726311,0.204422805,0.145059140,0.004664973,0.099891131,0.002799634,0.980000000
57,0.950000,2,false,false,0.290595909,0.204688507,0.144098582,0.004748214,0.099887209,0.002849614,0.980000000
58,0.966667,2,false,false,0.295528401,0.208874350,0.144055564,0.004831452,0.099883217,0.002899594,0.980000000
59,0.983333,2,false,false,0.300722132,0.212122223,0.143850800,0.004914686,0.099879156,0.002949572,0.980000000
60,1.000000,2,false,false,0.306512631,0.216101085,0.144035450,0.004997917,0.099875026,0.002999550,0.980000000
61,1.016667,2,false,false,0.311498738,0.218551415,0.143687092,0.005081144,0.099870826,0.003049527,0.980000000
62,1.033333,2,false,false,0.316517538,0.220071651,0.144046193,0.005164368,0.099866557,0.003099504,0.980000000
63,1.050000,2,false,false,0.322033733,0.224876609,0.143674975,0.005247589,0.099862219,0.003149479,0.980000000
64,1.066667,2,false,false,0.326677678,0.227247368,0.142368859,0.005330805,0.099857811,0.003199454,0.980000000
65,1.083333,2,false,false,0.331682290,0.228308448,0.141928452,0.005414018,0.099853334,0.003249428,0.980000000
66,1.100000,2,false,false,0.336802267,0.231046166,0.142808289,0.005497228,0.099848788,0.003299401,0.980000000
67,1.116667,2,false,false,0.341693637,0.234959299,0.141644313,0.005580433,0.099844172,0.003349373,0.980000000
68,1.133333,2,false,false,0.347199122,0.238151714,0.141291153,0.005663634,0.099839487,0.003399345,0.980000000
69,1.150000,2,false,false,0.351294764,0.238216282,0.142287550,0.005746832,0.099834733,0.003449316,0.980000000
70,1.166667,2,false,false,0.357058242,0.242529447,0.141910564,0.005830026,0.099829909,0.003499285,0.980000000
71,1.183333,2,false,false,0.361386233,0.242987356,0.141162848,0.005913215,0.099825016,0.003549254,0.980000000
72,1.200000,2,false,false,0.366529357,0.244578986,0.141785213,0.005996401,0.099820054,0.003599222,0.980000000
73,1.216667,2,false,false,0.371934644,0.246620693,0.140301781,0.006079582,0.099815022,0.003649190,0.980000000
74,1.233333,2,false,false,0.377649586,0.250710648,0.141164605,0.006162759,0.099809921,0.003699156,0.980000000
75,1.250000,2,false,false,0.382323103,0.253112059,0.139987050,0.006245932,0.099804751,0.003749121,0.980000000
76,1.266667,2,false,false,0.387108154,0.256491698,0.139928220,0.006329100,0.099799511,0.003799086,0.980000000
77,1.283333,2,false,false,0.391883926,0.258043270,0.140242600,0.006412264,0.099794203,0.003849049,0.980000000
78,1.300000,2,false,true,0.397298287,0.260433279,0.140415900,0.006495424,0.099788824,0.003899011,0.980000000
79,1.316667,2,false,false,0.401491836,0.259793731,0.139746756,0.006578579,0.099783377,0.003948973,0.980000000
80,1.333333,2,false,false,0.406572936,0.263003187,0.138341806,0.006661729,0.099777860,0.003998933,0.980000000
81,1.350000,2,false,false,0.410588834,0.266409446,0.138185991,0.006744875,0.099772274,0.004048893,0.980000000
82,1.366667,2,false,false,0.415949752,0.264972623,0.139229942,0.006828017,0.099766619,0.004098851,0.980000000
83,1.383333,2,false,false,0.419972474,0.267766456,0.137663254,0.006911153,0.099760894,0.004148809,0.980000000
84,1.400000,2,false,false,0.425288259,0.270480410,0.137904944,0.006994285,0.099755100,0.004198765,0.980000000
85,1.416667,2,false,false,0.431153452,0.271041242,0.138609728,0.007077412,0.099749237,0.004248721,0.980000000
86,1.433333,2,false,false,0.436303879,0.273206760,0.138393955,0.007160533,0.099743304,0.004298675,0.980000000
87,1.450000,2,false,false,0.441633638,0.273399588,0.136842585,0.007243650,0.099737303,0.004348628,0.980000000
88,1.466667,2,false,false,0.446531073,0.274758094,0.137543731,0.007326762,0.099731232,0.004398580,0.980000000
89,1.483333,2,false,false,0.451052799,0.280027790,0.137703521,0.007409869,0.099725091,0.004448531,0.980000000
90,1.500000,2,false,false,0.455456464,0.280874444,0.136790932,0.007492971,0.099718882,0.004498481,0.980000000
91,1.516667,2,false,false,0.461294295,0.281208828,0.136035177,0.007576067,0.099712603,0.004548430,0.980000000
