frame_idx,timestamp,state,is_lost,is_keyframe,x,y,z,q_x,q_y,q_z,q_w
0,0.000000,2,false,true,0.005446631,-0.000058560,0.149346740,0.000000000,0.100000000,0.000000000,0.980000000
1,0.016667,2,false,false,0.010831469,0.004206530,0.149896217,0.000083333,0.099999965,0.000050000,0.980000000
2,0.033333,2,false,false,0.015458060,0.008158073,0.149234163,0.000166667,0.099999861,0.000100000,0.980000000
3,0.050000,2,false,false,0.020666654,0.011217742,0.149224508,0.000250000,0.099999688,0.000150000,0.980000000
4,0.066667,2,false,false,0.025609029,0.015149646,0.149655836,0.000333333,0.099999444,0.000200000,0.980000000
5,0.083333,2,false,false,0.031047249,0.020126345,0.149993270,0.000416665,0.099999132,0.000250000,0.980000000
6,0.100000,2,false,false,0.037021274,0.023022552,0.150333607,0.000499998,0.099998750,0.000300000,0.980000000
7,0.116667,2,false,false,0.041853841,0.026951307,0.149691543,0.000583330,0.099998299,0.000349999,0.980000000
8,0.133333,2,false,false,0.046897619,0.033344940,0.150228484,0.000666662,0.099997778,0.000399999,0.980000000
9,0.150000,2,false,false,0.051771376,0.035777293,0.149872101,0.000749993,0.099997188,0.000449998,0.980000000
10,0.166667,2,false,false,0.056091083,0.039552468,0.150633741,0.000833324,0.099996528,0.000499998,0.980000000
11,0.183333,2,false,false,0.062065387,0.044073069,0.150472114,0.000916654,0.099995799,0.000549997,0.980000000
12,0.200000,2,false,false,0.066672645,0.047516778,0.149934708,0.000999983,0.099995000,0.000599996,0.980000000
13,0.216667,2,false,false,0.071297018,0.049939859,0.150484651,0.001083312,0.099994132,0.000649995,0.980000000
14,0.233333,2,false,false,0.076539736,0.054646484,0.150549407,0.001166640,0.099993195,0.000699994,0.980000000
15,0.250000,2,false,false,0.080806420,0.059303143,0.150299463,0.001249967,0.099992188,0.000749993,0.980000000
16,0.266667,2,false,false,0.086721811,0.063365674,0.149112958,0.001333294,0.099991111,0.000799991,0.980000000
17,0.283333,2,false,false,0.091143783,0.066027673,0.150325424,0.001416619,0.099989965,0.000849990,0.980000000
18,0.300000,2,false,false,0.095911200,0.071310521,0.149119761,0.001499944,0.099988750,0.000899988,0.980000000
19,0.316667,2,false,false,0.101277205,0.073917466,0.150058027,0.001583267,0.099987466,0.000949986,0.980000000
20,0.333333,2,false,false,0.105830754,0.078038209,0.149925512,0.001666590,0.099986111,0.000999983,0.980000000
21,0.350000,2,false,false,0.111705119,0.082927475,0.148915388,0.001749911,0.099984688,0.001049981,0.980000000
22,0.366667,2,false,false,0.116804108,0.085767265,0.148705530,0.001833231,0.099983195,0.001099978,0.980000000
23,0.383333,2,false,false,0.121216056,0.089129639,0.149293056,0.001916549,0.099981633,0.001149975,0.980000000
24,0.400000,2,false,false,0.126870556,0.094359385,0.149859131,0.001999867,0.099980001,0.001199971,0.980000000
25,0.416667,2,false,false,0.132194225,0.099892739,0.149213284,0.002083183,0.099978299,0.001249967,0.980000000
26,0.433333,2,false,false,0.137379716,0.100980615,0.148761513,0.002166497,0.099976529,0.001299963,0.980000000
27,0.450000,2,false,false,0.142448717,0.104850569,0.148901990,0.002249810,0.099974689,0.001349959,0.980000000
28,0.466667,2,false,false,0.146978633,0.110675635,0.147859294,0.002333122,0.099972779,0.001399954,0.980000000
29,0.483333,2,false,false,0.151665487,0.114995507,0.149542429,0.002416431,0.099970800,0.001449949,0.980000000
30,0.500000,2,false,false,0.156021192,0.115151566,0.148267822,0.002499740,0.099968752,0.001499944,0.980000000
31,0.516667,2,false,false,0.160466835,0.121766513,0.147473403,0.002583046,0.099966634,0.001549938,0.980000000
32,0.533333,2,false,false,0.166331660,0.123804590,0.147878994,0.002666351,0.099964447,0.001599932,0.980000000
33,0.550000,2,false,false,0.172105904,0.127953238,0.147270361,0.002749653,0.099962190,0.001649925,0.980000000
34,0.566667,2,false,false,0.176920440,0.129487081,0.147747030,0.002832954,0.099959864,0.001699918,0.980000000
35,0.583333,2,false,false,0.181938582,0.133406355,0.148691114,0.002916253,0.099957468,0.001749911,0.980000000
36,0.600000,2,false,false,0.186656481,0.140102277,0.147096590,0.002999550,0.099955003,0.001799903,0.980000000
37,0.616667,2,false,false,0.192530982,0.140886660,0.147023358,0.003082845,0.099952469,0.001849894,0.980000000
38,0.633333,2,false,false,0.196672258,0.144730548,0.146575931,0.003166137,0.099949865,0.001899886,0.980000000
39,0.650000,2,false,false,0.201903929,0.149281921,0.148056006,0.003249428,0.099947192,0.001949876,0.980000000
40,0.666667,2,false,true,0.207663467,0.151030365,0.146740664,0.003332716,0.099944450,0.001999867,0.980000000
41,0.683333,2,false,false,0.212424367,0.154042710,0.147732766,0.003416002,0.099941638,0.002049856,0.980000000
42,0.700000,2,false,false,0.217109108,0.158849665,0.146176092,0.003499285,0.099938756,0.002099846,0.980000000
43,0.716667,2,false,false,0.221251835,0.160905805,0.146651987,0.003582567,0.099935805,0.002149834,0.980000000
44,0.733333,2,false,false,0.226600130,0.167956866,0.146740609,0.003665845,0.099932785,0.002199823,0.980000000
45,0.750000,2,false,false,0.231986416,0.170350770,0.146322761,0.003749121,0.099929696,0.002249810,0.980000000
46,0.766667,2,false,false,0.236299160,0.173758852,0.147279522,0.003832395,0.099926537,0.002299797,0.980000000
47,0.783333,2,false,false,0.241935490,0.175509096,0.146877276,0.003915665,0.099923308,0.002349784,0.980000000
48,0.800000,2,false,false,0.247690029,0.178399782,0.145163103,0.003998933,0.099920011,0.002399770,0.980000000
49,0.816667,2,false,false,0.252469395,0.181223723,0.145006624,0.004082199,0.099916644,0.002449755,0.980000000
50,0.833333,2,false,false,0.257309798,0.184078000,0.144882049,0.004165461,0.099913207,0.002499740,0.980000000
51,0.850000,2,false,false,0.262838388,0.190049465,0.146273337,0.004248721,0.099909701,0.002549724,0.980000000
52,0.866667,2,false,false,0.268708181,0.190663796,0.145804514,0.004331977,0.099906126,0.002599707,0.980000000
53,0.883333,2,false,false,0.274112482,0.196240204,0.145552933,0.004415231,0.099902481,0.002649690,0.980000000
54,0.900000,2,false,false,0.279790198,0.197863465,0.145655911,0.004498481,0.099898767,0.002699672,0.980000000
55,0.916667,2,false,false,0.285375092,0.201117971,0.143856328,0.004581729,0.099894984,0.002749653,0.980000000
56,0.933333,2,false,false,0.290860293,0.202943915,0.144550285,0.004664973,0.099891131,0.002799634,0.980000000
57,0.950000,2,false,false,0.295491817,0.207309636,0.144567906,0.004748214,0.099887209,0.002849614,0.980000000
58,0.966667,2,false,false,0.299879538,0.209264003,0.143767865,0.004831452,0.099883217,0.002899594,0.980000000
59,0.983333,2,false,false,0.304943597,0.212738051,0.143744330,0.004914686,0.099879156,0.002949572,0.980000000
60,1.000000,2,false,false,0.310373279,0.215969869,0.144113389,0.004997917,0.099875026,0.002999550,0.980000000
61,1.016667,2,false,false,0.314877971,0.219915727,0.144169697,0.005081144,0.099870826,0.003049527,0.980000000
62,1.033333,2,false,false,0.320608609,0.221562829,0.144397526,0.005164368,0.099866557,0.003099504,0.980000000
63,1.050000,2,false,false,0.324860323,0.224697040,0.143592164,0.005247589,0.099862219,0.003149479,0.980000000
64,1.066667,2,false,false,0.330601449,0.224915966,0.142981291,0.005330805,0.099857811,0.003199454,0.980000000
65,1.083333,2,false,false,0.335654638,0.230103676,0.142709906,0.005414018,0.099853334,0.003249428,0.980000000
66,1.100000,2,false,false,0.340938978,0.231521622,0.141911284,0.005497228,0.099848788,0.003299401,0.980000000
67,1.116667,2,false,false,0.346875602,0.235328776,0.142853234,0.005580433,0.099844172,0.003349373,0.980000000
68,1.133333,2,false,false,0.352442826,0.235725674,0.142322110,0.005663634,0.099839487,0.003399345,0.980000000
69,1.150000,2,false,false,0.357890299,0.238449685,0.141039127,0.005746832,0.099834733,0.003449316,0.980000000
70,1.166667,2,false,false,0.363876105,0.243049868,0.140959030,0.005830026,0.099829909,0.003499285,0.980000000
71,1.183333,2,false,false,0.369524458,0.242739001,0.141840662,0.005913215,0.099825016,0.003549254,0.980000000
72,1.200000,2,false,false,0.374069483,0.244377834,0.141374665,0.005996401,0.099820054,0.003599222,0.980000000
73,1.216667,2,false,false,0.379918189,0.249399361,0.140457151,0.006079582,0.099815022,0.003649190,0.980000000
74,1.233333,2,false,false,0.385766898,0.249792745,0.140045706,0.006162759,0.099809921,0.003699156,0.980000000
75,1.250000,2,false,false,0.390669455,0.253491457,0.141097955,0.006245932,0.099804751,0.003749121,0.980000000
76,1.266667,2,false,false,0.396509050,0.254332811,0.139801950,0.006329100,0.099799511,0.003799086,0.980000000
77,1.283333,2,false,false,0.400896645,0.255717574,0.140910349,0.006412264,0.099794203,0.003849049,0.980000000
78,1.300000,2,false,false,0.406431196,0.259065523,0.140176327,0.006495424,0.099788824,0.003899011,0.980000000
79,1.316667,2,false,false,0.412018000,0.260149433,0.140489239,0.006578579,0.099783377,0.003948973,0.980000000
80,1.333333,2,false,true,0.416429620,0.264310048,0.138636151,0.006661729,0.099777860,0.003998933,0.980000000
81,1.350000,2,false,false,0.420731558,0.262850740,0.138997935,0.006744875,0.099772274,0.004048893,0.980000000
82,1.366667,2,false,false,0.424929311,0.266374393,0.139371988,0.006828017,0.099766619,0.004098851,0.980000000
83,1.383333,2,false,false,0.429118761,0.269217399,0.139384128,0.006911153,0.099760894,0.004148809,0.980000000
84,1.400000,2,false,false,0.434871315,0.270926512,0.138844628,0.006994285,0.099755100,0.004198765,0.980000000
85,1.416667,2,false,false,0.440509495,0.271486859,0.138100982,0.007077412,0.099749237,0.004248721,0.980000000
86,1.433333,2,false,false,0.445184646,0.273811241,0.138200897,0.007160533,0.099743304,0.004298675,0.980000000
87,1.450000,2,false,false,0.450850288,0.276280076,0.137883289,0.007243650,0.099737303,0.004348628,0.980000000
88,1.466667,2,false,false,0.455243569,0.277071116,0.137762995,0.007326762,0.099731232,0.004398580,0.980000000
89,1.483333,2,false,false,0.461075984,0.277633518,0.137610597,0.007409869,0.099725091,0.004448531,0.980000000
90,1.500000,2,false,false,0.465226563,0.281540305,0.136177438,0.007492971,0.099718882,0.004498481,0.980000000
91,1.516667,2,false,false,0.469725378,0.280676982,0.135766082,0.007576067,0.099712603,0.004548430,0.980000000
92,1.533333,2,false,false,0.474158927,0.281982184,0.135523774,0.007659158,0.099706255,0.004598378,0.980000000
93,1.550000,2,false,false,0.479306567,0.284719663,0.135839060,0.007742244,0.099699838,0.004648324,0.980000000
94,1.566667,2,false,false,0.484721693,0.284420704,0.135769276,0.007825325,0.099693351,0.004698270,0.980000000
95,1.583333,2,false,false,0.489194962,0.285252060,0.134494394,0.007908400,0.099686796,0.004748214,0.980000000
96,1.600000,2,false,false,0.493324733,0.286939358,0.134992396,0.007991469,0.099680171,0.004798157,0.980000000
97,1.616667,2,false,false,0.498651729,0.290161767,0.133957330,0.008074533,0.099673476,0.004848099,0.980000000
98,1.633333,2,false,false,0.502948109,0.289187804,0.134127727,0.008157592,0.099666713,0.004898039,0.980000000
99,1.650000,2,false,false,0.508187533,0.291228124,0.134778557,0.008240645,0.099659880,0.004947979,0.980000000
100,1.666667,2,false,false,0.512474944,0.292029634,0.132627828,0.008323692,0.099652979,0.004997917,0.980000000
101,1.683333,2,false,false,0.517975404,0.290598944,0.133281829,0.008406733,0.099646008,0.005047854,0.980000000
102,1.700000,2,false,false,0.522393044,0.292494351,0.132262305,0.008489768,0.099638967,0.005097789,0.980000000
103,1.716667,2,false,false,0.528334264,0.293340412,0.132389477,0.008572798,0.099631858,0.005147724,0.980000000
104,1.733333,2,false,false,0.534260883,0.293856043,0.131894882,0.008655821,0.099624679,0.005197657,0.980000000
105,1.750000,2,false,false,0.539537209,0.294335866,0.131680075,0.008738839,0.099617432,0.005247589,0.980000000
106,1.766667,2,false,false,0.543584324,0.294912880,0.131976344,0.008821850,0.099610115,0.005297519,0.980000000
107,1.783333,2,false,false,0.549239700,0.296829722,0.130929987,0.008904856,0.099602729,0.005347448,0.980000000
108,1.800000,2,false,false,0.553573159,0.299035682,0.131293504,0.008987855,0.099595273,0.005397376,0.980000000
109,1.816667,2,false,false,0.557829509,0.296569044,0.130594787,0.009070848,0.099587749,0.005447302,0.980000000
110,1.833333,2,false,false,0.562953398,0.298956856,0.129695868,0.009153834,0.099580155,0.005497228,0.980000000
111,1.850000,2,false,false,0.567388795,0.298818269,0.130970855,0.009236815,0.099572492,0.005547151,0.980000000
112,1.866667,2,false,false,0.572773612,0.298681942,0.130027456,0.009319789,0.099564761,0.005597074,0.980000000
113,1.883333,2,false,false,0.578632730,0.299544336,0.129467841,0.009402756,0.099556959,0.005646994,0.980000000
114,1.900000,2,false,false,0.582820154,0.298718532,0.129084182,0.009485717,0.099549089,0.005696914,0.980000000
115,1.916667,2,false,false,0.588273294,0.300412061,0.128187891,0.009568671,0.099541150,0.005746832,0.980000000
116,1.933333,2,false,false,0.593792363,0.300295891,0.128650653,0.009651619,0.099533141,0.005796749,0.980000000
117,1.950000,2,false,false,0.598027981,0.298177181,0.127152787,0.009734560,0.099525064,0.005846664,0.980000000
118,1.966667,2,false,false,0.603139041,0.301913054,0.128375286,0.009817494,0.099516917,0.005896578,0.980000000
119,1.983333,2,false,false,0.607627055,0.300999305,0.127378585,0.009900421,0.099508701,0.005946490,0.980000000
120,2.000000,2,false,true,0.613322509,0.299991591,0.127692499,0.009983342,0.099500417,0.005996401,0.980000000
121,2.016667,2,false,false,0.618444465,0.299313986,0.127591246,0.010066255,0.099492063,0.006046310,0.980000000
122,2.033333,2,false,false,0.622799795,0.299186885,0.127071787,0.010149162,0.099483639,0.006096218,0.980000000
123,2.050000,2,false,false,0.627261003,0.300301866,0.125780111,0.010232061,0.099475147,0.006146124,0.980000000
124,2.066667,2,false,false,0.632185106,0.299132448,0.125182531,0.010314954,0.099466586,0.006196029,0.980000000
125,2.083333,2,false,false,0.637124590,0.299374833,0.125037611,0.010397839,0.099457956,0.006245932,0.980000000
126,2.100000,2,false,false,0.641987619,0.299592884,0.124154729,0.010480717,0.099449256,0.006295833,0.980000000
127,2.116667,2,false,false,0.647608643,0.299289721,0.124952770,0.010563588,0.099440488,0.006345733,0.980000000
128,2.133333,2,false,false,0.652459553,0.299129321,0.124465529,0.010646451,0.099431650,0.006395632,0.980000000
129,2.150000,2,false,false,0.657904317,0.296826392,0.124331494,0.010729307,0.099422744,0.006445529,0.980000000
130,2.166667,2,false,false,0.663338031,0.297163059,0.122685087,0.010812156,0.099413768,0.006495424,0.980000000
131,2.183333,2,false,false,0.668180396,0.293816368,0.123231460,0.010894997,0.099404723,0.006545317,0.980000000
132,2.200000,2,false,false,0.672364547,0.295290410,0.123022045,0.010977830,0.099395610,0.006595209,0.980000000
133,2.216667,2,false,false,0.678189789,0.295286125,0.122291701,0.011060656,0.099386427,0.006645100,0.980000000
134,2.233333,2,false,false,0.683273712,0.292748431,0.122013143,0.011143474,0.099377175,0.006694988,0.980000000
135,2.250000,2,false,false,0.688087985,0.292078018,0.120640654,0.011226285,0.099367855,0.006744875,0.980000000
